requirement_id,section,summary
R24.28,"24. Frontend Architecture","(amended 2026-08-22) Design tokens live in frontend/src/shared/styles/main.css in the Tailwind v4 @theme block as CSS custom properties, themed light/dark via the data-theme attribute on <html>. The token vocabulary covers colour (surface roles canvas / raised / recessed, semantic, status tint/on, the foreground of a filled accent or danger surface, and three rule weights: control boundary, container boundary, and interior separator), spacing, typography (size, weight, line-height and tracking), control height, radius, shadow/elevation, motion (duration/easing/distance), layout, and z-index scales. Components consume tokens and declare no literal type, spacing, elevation or neutral colour value. Every foreground-on-background pair in the vocabulary meets WCAG 2.1 AA in both themes, and the control-boundary weight meets 1.4.11's 3:1; this is enforced by a test that parses the theme blocks, not by review."
R24.29,"24. Frontend Architecture","(amended 2026-07-05) Tailwind CSS v4 is the utility layer (via @tailwindcss/vite); component styling uses scoped <style> blocks consuming the @theme tokens."
R24.30,"24. Frontend Architecture","(amended 2026-07-05) Scoped styles only. Global CSS is restricted to shared/styles/ (tokens, base, a11y utilities .sr-only/.skip-link, third-party overrides). Enforced by lint gate 6."
R24.49,"24. Frontend Architecture","(amended 2026-08-21) Motion language: interface motion follows a documented restrained-professional spec - route transitions 150-200 ms fade plus a rise of at most 6 px, hover elevation lift of 1 to 2 px, a pressed state of a 1 px depression and one elevation step down, first-load-only list stagger of at most 300 ms total, easings and durations from the motion tokens. All motion collapses under prefers-reduced-motion: reduce, under which a pressed state changes instantly rather than disappearing."
R24.50,"24. Frontend Architecture","(added 2026-08-21) The interface typeface is a self-hosted variable Latin webfont served from the application's own origin, subset to Latin and Latin-Extended by unicode-range, loaded with font-display: swap and preloaded from the document head. CJK families are named explicitly in the font stack after it and are never resolved through it. No external font host is referenced: the deployed CSP is font-src 'self' data: and is not relaxed to admit one."
R24.31,"24. Frontend Architecture","Breakpoints: 480, 768, 1024, 1280 px. Exposed as CSS variables and a useBreakpoint() composable so layout-sensitive components can react in JS too."
R24.32,"24. Frontend Architecture","Chat uses four responsive layout bands. Below 768 px the feed is single-pane and the agent and people/observer side panels open as drawers. From 768 through 1023 px the target layout is likewise single-pane with both side panels available as drawers; until the announced change that moves it there, this band keeps a persistent agent rail beside the feed with people/observer as a drawer, which is a recorded and pinned deviation rather than a permitted alternative. From 1024 through 1279 px the feed occupies the available layout width and search, agent and people/observer surfaces open as header-controlled, mutually exclusive in-chat overlays positioned below the header; no rail resize handle is shown. At 1280 px and above the agent and people/observer rails are persistent, and the right rail width is resizable between the documented minimum and maximum, persisted locally per browser and re-clamped so the message column retains its minimum share. Wherever a side panel is transient, it is mutually exclusive with chatroom search. Every drawer, overlay panel and persistent rail scrolls within its own reachable region; content is never clipped without a reachable scroll surface."
R24.33,"24. Frontend Architecture","Workflow editor: < 1024 px shows a read-only canvas with a message to ""switch to desktop to edit"". Editing on mobile is out of scope for v1."
R24.34,"24. Frontend Architecture","Touch targets are ≥ 44×44 px; tested via the dev's responsive toolbar + a Playwright mobile-viewport smoke suite."
R24.35,"24. Frontend Architecture","Typed error classes in shared/errors/:"
R24.36,"24. Frontend Architecture","A global Vue errorCaptured handler routes:"
R24.37,"24. Frontend Architecture","console.error is redirected (in production) to a lightweight error beacon: POST to /api/csp-report for CSP violations and /api/frontend-errors (future) for uncaught JS. The latter endpoint is out of v1 scope; v1 just console.errors."
R24.38,"24. Frontend Architecture","A toast service (useToast()) is the one approved channel for user-visible transient messages. Components never use alert() or write ad-hoc banners."
R24.39,"24. Frontend Architecture","No container component ships without at least one MSW-mocked integration test covering its success + one failure path."
R24.40,"24. Frontend Architecture","E2E runs against docker compose -f compose.test.yml which stands up the full stack with a seeded fixture project."
R24.41,"24. Frontend Architecture","Markdown → HTML pipeline in one file: slices/conversation/lib/renderMarkdown.ts. Uses markdown-it → DOMPurify (complementing backend bleach per R13.14). Outputs a v-html-compatible string. No other file in the repo calls v-html."
R24.42,"24. Frontend Architecture","KaTeX, Mermaid, and syntax-highlighting run after DOMPurify, using DOM-mutation APIs that cannot re-introduce script nodes."
R24.43,"24. Frontend Architecture","Guest-link URLs contain the token in the path. The frontend strips tokens from Router history URLs after consumption (replace-state to /c/<chatroom_id>) so browsers don't leak tokens via Referer or history. The guest token is retained in memory (Pinia store) for the duration of the session to enable session-expiry rejoin links; it is never written to localStorage or any persistent client storage."
R24.44,"24. Frontend Architecture","CSRF: N/A in v1 (token in Authorization header, not cookies). If cookies are added later, double-submit CSRF is mandatory; a placeholder composable useCsrfToken() is reserved."
R24.45,"24. Frontend Architecture","Vite 5 with rollup output. One bundle per slice-entry-view lazy-loaded via dynamic import(); @vue-flow/core and mermaid and katex are isolated into their own chunks."
R24.46,"24. Frontend Architecture","Locale bundles lazy-loaded on demand; en.json is the only bundle-at-startup locale."
R24.47,"24. Frontend Architecture","Source maps emitted in production builds but served only to authenticated Admins via a private /admin/sourcemaps/ path (or not served; the map file is kept for post-mortem)."
R24.48,"24. Frontend Architecture","Bundle budget: initial page (login + root shell) ≤ 250 KB gzipped; per-view lazy chunk ≤ 200 KB. Violations fail CI (bundlesize)."
R27.01,"27. Traceability","docs/traceability.csv is a generated artifact, complete by construction: it carries exactly one row per [Rxx.yy] defined in this document, and CI rejects a commit in which the two disagree. Traceability is therefore a property the repository enforces rather than a convention a contributor is asked to remember — the arrangement it replaces held for the chapters whose author happened to update the file and had drifted by 83 requirements across nine chapters by 2026-08-24."
R28.01,"28. Observer Agents","A chatroom agent binding carries a role normal | observer (chatroom_agents.role, PG enum chatroom_agent_role, default normal). Observer output is never persisted as a room message and never emitted on the room WS channel."
R28.04,"28. Observer Agents","Observers wake via the existing every_n_messages and silence_minutes triggers; they are excluded from the @mention candidate set and from mention resolution (a smuggled observer id in mention_agent_ids is dropped silently). Observer wake-ups are exempt from the empty-room presence gate on both triggers (observer output is out-of-band), and the presence-gated wake-up notification is never sent for observer bindings."
R28.10,"28. Observer Agents","Non-creators receive only normal-role bindings from GET /chatrooms/{id}/agents; the creator (and admin) receive all bindings with roles."
R28.02,"28. Observer Agents","chatrooms.created_by_user_id records the creating user (backfilled from audit_logs chatroom.created rows, earliest actor wins). Rooms whose creator is NULL fall back to moderator semantics (project/org owner). principal.is_admin bypasses. Guests are always denied observer surfaces, including when allow_guest_links grants room read. Creator authority additionally requires current project or org membership: a created_by_user_id match no longer grants observer surfaces once the user holds no role in the project. Unbinding an observer is creator-gated like binding and role change. Guests receive neutral values (created_by_user_id=null, disclose_observers=false, observers_present=false) in the chatroom DTO."
R28.03,"28. Observer Agents","Observer output is persisted in agent_observations (never in messages) and is readable only by the room creator per R28.02 resolution."
R28.05,"28. Observer Agents","Observer turns read the full room transcript plus a bounded window of the observer's own prior observations, folded into the system context."
R28.12,"28. Observer Agents","Observer turns reuse the per-(agent, chatroom) turn lock, trigger coalescing, and the standard turn rate limit; they differ from normal turns only in output routing. Observer bindings use a separate observer_autostop_rounds limit (default 50, hard cap 100) in place of autostop_rounds. Values of 0 or below are invalid and resolve to the default; there is no ""unlimited"" setting."
R28.13,"28. Observer Agents","The creator receives observation.started / created / skipped / failed / released on ws:user:{creator_id}; payloads carry ids only, bodies are fetched over REST. observation.skipped carries benign kinds (no_input, empty_reply); observation.failed carries error kinds."
R28.14,"28. Observer Agents","The creator can soft-delete an observation."
R28.06,"28. Observer Agents","The creator can release an observation to the room; the result is a sender_type=system message with metadata.type='released_observation', attributed to the creator, that then follows the standard broadcast and wake-up paths. The observer's identity is attached only when disclosure (R28.09) is on at release time."
R28.07,"28. Observer Agents","The creator can release an observation privately to one or more normal-role agents of the same room via the pending_notify queue (direct push — deliberately not gated by A2A a2a_enabled policy, because the act is creator-authorized). The room sees nothing. Waking the targets is opt-in per release; an explicit release wake bypasses autostop like a mention."
R28.08,"28. Observer Agents","Release accepts an optional content override; the stored observation is immutable. A release is single-shot (concurrent double release resolves to exactly one winner; the loser receives 409)."
R28.09,"28. Observer Agents","chatrooms.disclose_observers (default true) controls whether non-creators see a neutral ""observers enabled"" indicator. Only the creator can change it; the creator may change it without holding RESOURCE_CREATE_EDIT — creator authority is sufficient for a disclosure-only patch. Which agent observes, and any observation content, is never disclosed to non-creators regardless of the flag."
R28.11,"28. Observer Agents","Releases, observer bind/role changes, and disclosure changes are audited. Observation content never appears in audit metadata or logs."
R28.15,"28. Observer Agents","An observation carries an ordered blocks array (agent_observations.blocks, JSONB, default []) alongside content_md. The block kinds are fixed in platform code; there is no authoring surface for a new kind. An observation with an empty blocks array renders from content_md, which is how every observation recorded before this requirement behaves."
R28.16,"28. Observer Agents","An observer-role binding's turn is offered a present_observation tool whose single argument is a block array validated against a schema built at turn assembly. A normal-role binding is never offered it. The last successful call in a turn wins. A turn that does not call it records blocks = [] and the model's text as content_md. An observer turn that delivers blocks and no prose is not an empty turn: the observation is recorded with the blocks' serialisation as content_md, including when the turn's text synthesis failed, and the failure is marked on the observation rather than filed as a benign skip. Only a turn producing neither text nor blocks is skipped."
R28.17,"28. Observer Agents","Block kinds split into narrative kinds (prose, key_points, timeline), whose text the agent supplies, and computed kinds (field_coverage, mandala_grid, attempt_table), whose values the server computes at tool-invoke time from room-scoped aggregates. A computed block accepts no agent-supplied value; a tool call carrying one is rejected. Any type_key argument is an enum of the types reachable from the room's project ([R30.33])."
R28.18,"28. Observer Agents","A computed block's aggregate returns truncated participant codes, declared schema field names and counts only — never a display name, a login email, or any submission value. Its denominator is the number of submissions counted, never a participant population, and no block renders a participation or coverage rate."
R28.19,"28. Observer Agents","Every non-prose block carries a basis label drawn from a platform-authored catalogue, stating what the block rests on and what it cannot mean. The label is not suppressible by a tool argument, and it is included in the markdown serialisation stored in content_md, so it travels with a released observation ([R28.06])."
R29.01,"29. Prompt Assistant & Prompt Templates","The agent create/edit view offers an AI prompt assistant as a side chat panel scoped to drafting the agent's system_prompt. The assistant has no tool access."
R29.02,"29. Prompt Assistant & Prompt Templates","Assistant configurations exist at three scopes: platform (Admin), org (Org Owner), personal (any verified Individual). At most one configuration per scope holder."
R29.03,"29. Prompt Assistant & Prompt Templates","A configuration comprises: assistant system prompt (≤ 20 000 chars), reference files, one pinned provider key owned by the configurer, model selection, per-user daily request cap, and an enabled flag."
R29.04,"29. Prompt Assistant & Prompt Templates","Effective-config resolution for a project: requesting user's enabled personal config → owning org's enabled config (org-owned projects only) → enabled platform config → assistant unavailable. Disabled configs are skipped."
R29.05,"29. Prompt Assistant & Prompt Templates","Assistant calls MUST go through the provider router with the configuration's pinned key; key plaintext never crosses out of the worker call path (extends R7.15). Usage is recorded per R7.12 with null agent/chatroom attribution."
R29.06,"29. Prompt Assistant & Prompt Templates","Reference files: formats pdf/docx/md/txt; ≤ 5 MB per file; extracted text inlined into assistant context, hard total budget 200 KB per configuration; virus scan per R22.15.07 semantics before extraction."
R29.07,"29. Prompt Assistant & Prompt Templates","Assistant sessions are ephemeral (Redis, 2 h TTL, ≤ 40 messages); no server-side conversation history beyond the live session."
R29.08,"29. Prompt Assistant & Prompt Templates","Streaming to the browser uses the existing WS + Redis pub/sub transport; provider calls execute only in the worker."
R29.09,"29. Prompt Assistant & Prompt Templates","Per-user daily request caps are enforced per configuration; breach returns 429. Platform-scope configurations MUST have a cap (no unlimited)."
R29.10,"29. Prompt Assistant & Prompt Templates","Prompt templates (name ≤ 100, description ≤ 300, plain-text body ≤ 100 000) exist at the same three scopes with the same ownership rules; no variables, no versioning."
R29.11,"29. Prompt Assistant & Prompt Templates","The agent authoring view shows the merged template list grouped by source: platform + org (org-owned projects) or personal (user-owned projects) + the user's personal templates. Applying a template copies its body into the editor; no persistent link."
R29.12,"29. Prompt Assistant & Prompt Templates","An Org Owner may hide platform templates from their org's projects."
R29.13,"29. Prompt Assistant & Prompt Templates","All configuration, file, and template mutations are audit-logged (§17)."
R29.14,"29. Prompt Assistant & Prompt Templates","All assistant/template API responses expose key metadata only; plaintext never (extends R7.03)."
R30.01,"30. Structured Activities","The activities bounded context stores typed interaction events alongside free-text chat. An ActivityType registers a payload JSON Schema and a validator configuration; an ActivitySubmission is the authoritative record of one participant submission; an ActivitySession groups one subject's submissions within one ActivityActivation and carries a server-assigned monotonic attempt number. A subject has at most one session per activation, so re-running the same activity type in the same room produces a separate session with its own attempt sequence."
R30.02,"30. Structured Activities","An ActivityType has a scope of project or platform. A project-scoped type belongs to exactly one project and its registration requires Project Owner capability; (project_id, key) is unique among non-deleted project-scoped types. A platform-scoped type has no owning project, is created and edited only by platform admins, and its key is unique among non-deleted platform-scoped types. A registered payload schema must be well-formed JSON Schema; an in-process validator reference must name a registered validator. Key uniqueness is per scope, not per project's usable set. A project may author a type whose key matches a platform-scoped type it has opted into ([R30.33]); the platform permits this because a project-scoped copy of a shipped example is a supported outcome ([R30.28]). Both actions warn the acting Project Owner, and neither is refused. scope is the disambiguator: any surface that presents both populations together must distinguish them, and any rule, plugin, or validator that selects a type by key alone selects both."
R30.03,"30. Structured Activities","Scoring is server-side and authoritative. A submission's is_valid, error_class, and sub_scores are computed by the configured validator on the server; client-supplied score or attempt-number fields are never trusted or persisted."
R30.04,"30. Structured Activities","Every submission payload is validated against its ActivityType payload JSON Schema before persistence or validator dispatch; violations are rejected (422)."
R30.05,"30. Structured Activities","A validator has one of three kinds: in_process (synchronous, a registered pure scoring function; first-party in-process validators are registered at app startup from a code site outside the activities context, keeping the context domain-free), mcp, or webhook (both asynchronous via a worker job that writes the result back). The activities context never imports the agents context; MCP/webhook composition is performed in the worker layer through the agents facade only."
R30.06,"30. Structured Activities","A submission carries two orthogonal states: validation_status (pending, validated, error) describing whether the validator ran, and is_valid describing answer correctness (defined only when validated). Async validations that never complete are swept to error by a watchdog."
R30.07,"30. Structured Activities","Webhook validators make outbound calls only through the egress proxy (host allowlist, resolved-IP screening, DNS-rebinding pinning, credential stripping) with a per-project rate limit and fail-closed authentication."
R30.08,"30. Structured Activities","On submission the context echoes a service-stamped SYSTEM message into the room transcript for readability; asynchronous validation results are not re-echoed. The ActivitySubmission remains the authoritative record. Clients cannot supply message metadata."
R30.09,"30. Structured Activities","Every activities endpoint is tenant-isolated: room-scoped endpoints gate through the room-access chain; project-scoped registration gates through project membership/ownership. No cross-context SQL joins."
R30.10,"30. Structured Activities","The context exposes a generic aggregation read model (per subject/session/room: counts, error-class distribution, latency statistics) for downstream dashboards, observers, and reactive rules."
R30.11,"30. Structured Activities","Type registration, submission, and validation emit audit events."
R30.12,"30. Structured Activities","The activities context emits a best-effort activity workflow signal at submission and at validation completion; the completion signal carries the final outcome (is_valid/error_class) and a server-computed rolling aggregate (numeric counts/latency over a bounded recent window keyed by error class). Emission never blocks or fails the submission or validation, and all signal fields derive from the authoritative record, not the client."
R30.13,"30. Structured Activities","The workflow engine supports an activity_event trigger type and an activity_in_room wait kind. Rules that gate on an aggregate threshold must branch via a condition node evaluating an SEL expression over the trigger payload (edge guards are not evaluated at runtime)."
R30.14,"30. Structured Activities","Reactive automation for activities runs through the workflow engine, not the observer. Impasse detection and any pedagogical rule are project-authored SEL expressions and workflows; the platform ships no domain rule."
R30.15,"30. Structured Activities","Every agent's turn in a room that has activities may include a bounded, read-only context block of the room's recent structured activity events, in addition to the full chat history. Each row carries deterministic, server-computed facts (subject, attempt number, valid/invalid, error class) and never LLM inference. A row additionally carries a digest of what the participant wrote only when that submission's ActivityType sets expose_payload_to_agent; the platform governance policy ([R30.29]) is re-read at turn assembly and withholds every digest when it locks the field off, so consent withdrawn mid-round takes effect on the next turn rather than at the next activation. The block is coverage-gated: a room with no activity events gets none. This requirement is not observer-scoped — an earlier revision restricted the block to observer-role agents, which the agent-visibility follow-up removed, because a room-facing agent that cannot see what a participant submitted cannot respond to it."
R30.16,"30. Structured Activities","The activity context is best-effort: a failure to read activity events degrades to no block and never fails the turn. The observer's diagnostic rubric is defined by its system prompt and tools (project config), not the platform."
R30.17,"30. Structured Activities","The frontend renders structured activities in the chatroom through a plugin host and a plugin SDK (defineActivityPlugin). The SDK surface gives a plugin only a host-mediated submit callback and scoped i18n; all network/session I/O is intended to flow through the host. A plugin cannot submit a score — the authoritative result is computed by the backend (server-side scoring authority holds regardless of the client). Enforced isolation of an untrusted plugin from session/network is the sandbox in [R30.19]; version 1 runs first-party trusted plugins in-process, where the surface is a contract rather than an enforced boundary."
R30.18,"30. Structured Activities","Activity types without a custom plugin are rendered by a generic JSON-schema form derived from the type's payload schema; unsupported schema constructs degrade to a labelled raw-input fallback rather than dropping data."
R30.19,"30. Structured Activities","The host↔plugin contract (host-mediated I/O, postMessage message kinds, no same-origin/network access for plugins) is fixed so that an isolating iframe sandbox for untrusted plugins can be enabled without rearchitecture. Version 1 runs first-party bundled plugins in-process; the sandbox enforcement for untrusted uploaded plugins is a documented future capability."
R30.20,"30. Structured Activities","An ActivityType may declare a retention_days horizon. When set, each submission of that type records a server-computed retain_until = created_at + retention_days; this pins the authoritative research record beyond its room's normal 60-day post-soft-delete purge by deferring that purge until the horizon lapses ([R8.12]). When retention_days is unset, submissions follow the room's normal cascade. retain_until is server-computed and never client-supplied."
R30.21,"30. Structured Activities","A room facilitator (the room creator; admins bypass) may activate exactly one ActivityType for a room at a time, and end it. Activation is persisted (at most one active per room) and broadcast on the room channel (activity.activation.started / activity.activation.ended); a room-scoped read endpoint exposes the current active activity so late-joining or reconnecting participants hydrate the same state. Starting is gated by room-creator capability — strictly stronger than the send-message floor; starting a different type while one is active is rejected until the current one is ended. The room creator may additionally delegate start and end authority to specific agents bound to that room ([R30.37]); no other user may hold it, and the room creator's own authority is never removed by a delegation."
R30.22,"30. Structured Activities","A submission is accepted only while an active activation for that exact activity type exists in the room; otherwise the platform rejects it. This is enforced server-side and holds regardless of the client, so a facilitator ending an activity stops further submissions and out-of-window data cannot enter the authoritative record. Participants do not open or close their own sessions: a participant's session is created by their first submission, bound to the activation in force, and closed by the platform when the facilitator ends that activation — or when an agent holding delegated control ends it ([R30.37]), which has the identical effect. A participant may separately declare themselves finished and undo it; the declaration is reversible, never blocks a further submission, and is cleared by one. The facilitator may read the number of finished and still-working participants for the running activation; that read is gated by room-creator capability and reports counts, never identities."
R30.23,"30. Structured Activities","A Project Owner may author, list, edit, and delete ActivityTypes from a project-scoped management surface. Editing a type's safe metadata (name, retention_days) is permitted at any time. Editing its behavioral definition (payload_schema, validator_kind/validator_config) re-runs the same well-formedness and validator-scope checks as registration ([R30.02], [R30.24]), increments the type's version, and is rejected while any active ActivityActivation references the type. Editing never changes a type's key. Editing emits an activity_type.updated audit event and requires Project Owner capability. Deletion is a soft-delete (deleted_at) that also ends every active ActivityActivation referencing the type, and each affected room is notified (activity.activation.ended), so no room is left with an activation for a deleted type. Deletion emits an activity_type.deleted audit event and requires Project Owner capability. A soft-deleted type's (project_id, key) is freed for reuse (consistent with [R30.02]). A platform-scoped type is read-only to Project Owners: the project-scoped edit and delete surfaces refuse it. A platform admin may edit a platform-scoped type's name, retention_days, expose_payload_to_agent, and echo_includes_content, the fields a governance-policy conflict can involve, and may not edit its key, payload_schema, or validator_config. Admin edits emit activity_type.updated with the admin as actor."
R30.24,"30. Structured Activities","The authoring surface supports the webhook, mcp, and in_process validator kinds. The platform registers first-party in-process validators at startup from a code registration site outside the activities context; the surface offers in_process only while at least one such validator is registered, and an authenticated read endpoint (GET /api/activity-validators) lists the registered validator ids and their display titles as the single source the picker draws from. A webhook validator's URL is stored for proxy-only egress ([R30.07]); an mcp validator's agent_id/binding_id must reference agents/bindings within the same project; an in_process validator's config must name a registered validator_id plus that validator's required parameters (e.g. exact_match requires the payload field to compare and the expected value; filled_count requires a non-negative min_filled threshold), validated at registration and edit time ([R30.02], [R30.23])."
R30.25,"30. Structured Activities","An ActivityType's validator_config is confidential to Project Owners. It may hold answer keys and, once sealed validator credentials exist, secrets. Project-scoped read surfaces omit it for non-owner callers, and it is never exposed on any room-scoped surface or realtime payload."
R30.26,"30. Structured Activities","A room participant obtains the rendering contract of an activity type — identity, key, display name, and payload schema, and nothing else — through the room-access chain rather than through project membership. The active-activation read and the activation-started broadcast carry that same projection, and a room-scoped read of a single type serves the cases where the broadcast was missed. A guest who satisfies the room's access tier is a full activity participant."
R30.27,"30. Structured Activities","The platform ships a first-party filled_count in-process validator that scores completeness rather than correctness: it counts the non-empty fields of a submission payload and reports is_valid against a configured min_filled threshold, exposing the count as sub_scores.filled. A threshold of 0 is legal and yields a collect-only activity whose submissions are always valid — the supported way to run an open-ended activity that has no answer key. The validator returns no configuration value in sub_scores, since sub_scores is participant-visible while validator_config is owner-confidential ([R30.25])."
R30.28,"30. Structured Activities","The repository ships at least one worked activity example — activity-type definitions plus an idempotent operator seeder (python -m smap.examples) and accompanying documentation — demonstrating both the custom-plugin and generic-form rendering paths ([R30.17], [R30.18]). Example content is repository data, not platform behavior: it is never registered automatically at startup, and the platform operates normally when the catalogue is absent. A platform admin may install a shipped example as platform-scoped activity types ([R30.32]); the seeder remains available for installing a project-scoped copy."
R30.29,"30. Structured Activities","A platform-wide activity governance policy constrains the three privacy- and retention-grade fields of an ActivityType (expose_payload_to_agent, echo_includes_content, retention_days). For each boolean the policy carries a default and a lock; for retention it carries a default and an upper bound. The policy is read and written only by platform admins, is versioned with optimistic concurrency, and every change emits an activity_policy.updated audit event recording previous and new values. When no policy row exists the platform behaves permissively, so installing the capability changes no existing behavior."
R30.30,"30. Structured Activities","The governance policy is enforced server-side at two points: when an ActivityType is registered or its behavioral definition edited ([R30.02], [R30.23]), and again when a facilitator activates a type in a room ([R30.21]). The activation check is what makes a tightened policy apply to types that already exist; the platform never retroactively rewrites a stored ActivityType to match a policy change. A refusal identifies the offending field so the facilitator knows a Project Owner must edit the type."
R30.31,"30. Structured Activities","Platform admins have a read-only, cross-project view of every registered ActivityType and every currently-active ActivityActivation, including each type's governance-field settings. Cross-context attributes (project and chatroom names) are resolved through batch facade reads, never SQL joins, preserving [R30.09]. The view is admin-only; it grants no create, edit, or deactivate capability. The view additionally permits installing shipped examples as platform-scoped types and editing an installed platform-scoped type's safe and governance fields; it grants no create, edit, or deactivate capability over project-scoped types."
R30.32,"30. Structured Activities","Platform admins may read the shipped example catalogue and install a course as platform-scoped ActivityTypes. Installation is idempotent by key, records the installing admin as the audit actor of each activity_type.created event, and is never performed automatically. The catalogue is validated on read, with every field required, the payload schema well-formed and non-empty, and a validator config checked against the registered validator, so a malformed course file is diagnosed rather than installed."
R30.33,"30. Structured Activities","A platform-scoped ActivityType is reachable from a project only after a Project Owner opts that project in; the opt-in is the authorization record and is enforced server-side on activation, session opening, and submission, not merely in the type listing. Opting out ends that project's active activations for the type and closes its open sessions, affecting no other project. Opt-in and opt-out emit audit events."
R30.34,"30. Structured Activities","An activity plugin lays out against the width of the host-provided container, not the viewport, so the same plugin renders correctly in the chatroom rail, in a widened rail, and in the isolating iframe host of [R30.19]. The host declares the containment context; a plugin that cannot fit its preferred layout degrades to a single column rather than overflowing ([R30.18])."
R30.35,"30. Structured Activities","The repository may ship example agent packs: definitions of agents written to accompany a shipped course ([R30.28]), each declaring the course it targets and the activity type keys it is written for, and whether it is written to hold delegated activity control ([R30.37]); that declaration is advisory metadata shown at install, never an applied grant, since installing a pack creates no room binding. A user who may create agents in a project may install a pack into that project, which creates ordinary project-scoped agents plus one agent group and nothing else — no chatroom is created, no room binding is made, and no activity is activated. Installation is never automatic, records the installing user as the audit actor of each agent.created event, and is idempotent by agent name within the project. A pack names a preferred model provider but never a key: the provider is resolved at install against a key group the installer chooses, falling back to a provider that group carries, and installation is refused rather than partially applied when the group carries none. Pack content is repository data, not platform behavior: the platform operates normally when the catalogue is absent."
R30.36,"30. Structured Activities","A payload schema property may declare an explicit render order; the platform renders declared fields in that order and must not depend on the key order of the stored schema document, which the datastore does not preserve. A schema declaring no order renders in the order the stored document presents."
R30.37,"30. Structured Activities","A room creator may delegate activity start and end authority to an agent bound to that room, as a single grant scoped to an explicit allowlist of activity types. The grant is a property of the room binding, not of the agent: it confers nothing in any other room and is removed when the agent is unbound. It records the granting user, and an activation started under it records that user as its starting user together with the agent's identity, so the delegating human remains the answerable party and the facilitator's per-round reads are unaffected. A granted agent exercises the authority only through a structured tool call bounded to the allowlisted types; no text an agent emits, and no message any room participant sends, can start or end an activity. Both server-side gates that govern a facilitator's activation — type reachability ([R30.33]) and the platform governance policy ([R30.30]) — apply identically on the delegated path. Grant changes and delegated activations emit audit events identifying the agent. The platform imposes no rate, cadence, or completion precondition on a delegated agent; that is expressed in the agent's configuration, and the room creator's unconditional ability to end a round and revoke the grant is the control that remains."
R30.38,"30. Structured Activities","A row in the activity context block ([R30.15]) identifies its subject by a truncated opaque code, and the block carries a legend resolving each code appearing in it to that participant's display name. The code, not the name, stays on the rows: an agent reporting on a room is meant to quote the code back, and the legend is what lets an agent connect a row to a speaker in the transcript without turning the feed itself into a list of names. The legend resolves display names only — never the login-email fallback the transcript's speaker labels may use ([R13.33]) — because it names participants who may never have spoken, so that fallback would introduce an identifier rather than echo one; a participant with no display name is absent from the legend, leaving the bare code, which is where the block stood before legends existed. The legend is a claim about identity built from self-chosen text, so its syntax must not be reachable from inside a label ([R13.34]): one mapping per line, each name delimited, and every value interpolated into the block reduced to a single line with that delimiter removed. The block also states what it is — an incomplete recency window rather than a roster, which fields are server-computed, and which text is the participant's own — so an agent's own prompt is not the only thing standing between an opaque row and a wrong reading of it."
R30.39,"30. Structured Activities","An ActivitySession's subject is either one user or one project Member Group ([R13.28]), never both and never neither. A group session is created only by an accepted group proposal ([R30.41]); the per-subject rules of [R30.01] apply unchanged with the group as the subject, so a group has at most one session per activation and its own monotonic attempt sequence. A member's own individual session for the same activation is separate and unaffected."
R30.40,"30. Structured Activities","An ActivityType may declare group_config, whose absence means the type is individual-only. It carries the consent fraction as two integers; the approvals required of a pinned group of size N is ceil(numerator * N / denominator), at least 1 and at most N. The fraction is validated at registration and edit, and group_config is a behavioural definition field under [R30.23]: an edit bumps the type's version and is refused while any activation of it is live, so a threshold never changes under a vote in progress. The platform does not define the fraction; the type does."
R30.41,"30. Structured Activities","A group submission is made by proposal. A member of a live Member Group of the room's project that is bound to that room proposes a schema-valid payload while the type's activation is live. The proposal pins its voter set and its required-approval count at creation, so a later membership change alters neither. At most one proposal per (activation, group) is open at a time. It is accepted when approvals reach the requirement, rejected when the remaining undecided votes can no longer reach it, withdrawn by the proposer, or expired by time or by the activation ending — and once resolved it can never produce a submission. Acceptance creates exactly one submission in the group's session, recording the proposer as producer_user_id, and runs the unchanged validation, scoring, echo and audit path. Proposal creation, each vote, and resolution emit audit events carrying no payload content."
R30.42,"30. Structured Activities","A proposal's per-person votes are readable only by its pinned voters and the room creator. Neither the room broadcast nor the room echo carries the payload or any per-person vote, and no proposal, vote, or dissent appears on any agent-visible surface: an agent sees the resulting submission and nothing about how the group arrived at it."
R30.43,"30. Structured Activities","A group subject appears in the activity context block ([R30.15], [R30.38]) under a truncated group code distinct from the participant code space, and the block's legend resolves it to the group's name under the same one-pair-per-line, single-line, delimiter-stripped rules every other legend value follows. The block states that a group row is one submission by several people rather than several submissions."
R31.01,"31. Agent Skills","A Skill is (name, description, body, files[]). name matches ^[a-z0-9][a-z0-9-]{0,63}$. description is what the model sees in the index and determines whether a skill is ever selected; it is single-line, length-capped, NFC-normalized, and rejects control, bidi-override, and zero-width characters — it is third-party text entering the system prompt."
R31.02,"31. Agent Skills","Skill scope is one of agent, project, org, platform, fixed at creation and immutable. Changing scope means copying ([R31.06])."
R31.03,"31. Agent Skills","A skill name is unique per scope holder among non-deleted skills, and unique across the set of skills bound to any one agent ([R31.07])."
R31.04,"31. Agent Skills","platform scope is Admin-only for writes and ships empty; SMAP maintains no first-party skill catalogue. Reference examples live under docs/skills-examples/."
R31.05,"31. Agent Skills","Deleting a skill soft-deletes it for 60 days, consistent with [R8.12] / [R9.03]. Its bindings soft-delete with it and are restored with it ([R31.10])."
